念	思
笑颜	笑容
效法	师法
效法	模仿
效法	照样
效仿	模仿
效果	成绩
效果	结果
效果	功效
效劳	功效
效劳	效力
效劳	功用
效力	成效
效力	效率
效力	效劳
效率	效益
效率	效力
效率	功效
效率	效果
效率	成果
效能	效用
效能	功效
效颦	效尤
效颦	仿效
效颦	仿照
效益	效力
效用	功效
效用	效率
效用	恶果
效用	遵命
效尤	仿照
效尤	仿效
效忠	尽忠
歇工	罢工
歇手	收手
歇息	栖息
歇息	休息
歇宿	留宿
歇宿	过夜
歇业	停业
协定	合同
协定	协议
协和	协调
协和	祥和
协理	佐治
协理	匡助
协理	帮助
协理	助理
协力	合力
协谋	共谋
协谋	合谋
协商	计划
协商	思量
协商	研究
协商	接洽
协商	洽商
协调	和好
协调	调和
协调	调整
协同	共同
协同	合资
协议	合同
协议	附和
协议	和议
协助	帮手
协助	贴补
协助	襄助
协助	扶持
协助	扶助
协助	辅佐
协作	协调
协作	联合
协作	配合
邪道	邪路
邪恶	阴险
邪恶	凶险
邪恶	残暴
邪法	魔法
邪路	歧途
邪魔	妖怪
邪念	杂念
邪派	反派
邪术	魔法
邪术	邪法
邪途	歧途
邪言	妖言
胁迫	威迫
胁迫	钳制
胁迫	勒迫
胁迫	挟持
胁迫	胁制
胁制	拦阻
胁制	制止
胁制	威迫
胁制	劫持
胁制	收敛
胁制	箝制
斜睨	斜视
斜坡	陡坡
斜视	斜睨
斜阳	落日
谐和	调停
谐和	和睦
谐和	协调
谐调	协调
谐谑	戏谑
谐谑	调笑
携带	带领
携手	联袂
写稿	写作
写意	得志
写意	满意
写意	痛快
写照	写真
写真	写照
写作	写稿
泄电	漏电
泄劲	泄气
泄漏	暴露
泄露	泄漏
泄露	揭发
泄气	怠惰
泄气	败兴
泻肚	腹泻
卸任	离任
卸下	脱掉
卸妆	卸装
卸装	卸妆
亵渎	鄙视
亵渎	贱视
亵渎	轻侮
亵渎	轻渎
亵服	内衣
亵衣	汗衫
谢绝	拦阻
谢绝	阻挡
谢绝	推绝
谢绝	拒绝
谢锟	新居
谢却	推辞
谢世	辞世
谢谢	感谢
邂逅	再会
邂逅	重逢
懈弛	朽散
懈弛	松懈
懈怠	怠懈
懈怠	懒惰
心爱	怜爱
心爱	喜爱
心爱	酷爱
心爱	热爱
心裁	机杼
心肠	心地
心肠	心性
心地	心肠
心服	口服
心服	压服
心腹	亲信
心怀	心胸
心机	心术
心机	心思
心计	心机
心计	心术
心焦	慌张
心焦	焦灼
心焦	焦心
心境	心计
心境	心情
心境	情绪
心境	心绪
心坎	内心
心坎	心田
心里	内心
心里	心坎
心里	心田
心理	情绪
心理	心绪
心理	心境
心灵	精神
心率	心律
心魄	灵魂
心情	神情
心情	神气
心情	情感
心情	神采
心情	情绪
心曲	衷曲
心伤	辛酸
心事	隐痛
心事	隐衷
心术	心情
心数	心术
心思	感情
心思	情绪
心思	想法
心思	心理
心死	无望
心酸	心伤
心酸	悲哀
心酸	哀伤
心算	默算
心疼	溺爱
心疼	疼爱
心田	心坎
心痛	肉痛
心性	心地
心性	心肠
心胸	度量
心胸	气度
心虚	胆怯
心虚	畏惧
心绪	心计
心绪	情绪
心血	血汗
心意	情意
心愿	妄图
心愿	理想
心愿	希望
心折	心服
心折	压服
辛苦	劳累
辛苦	劳苦
辛苦	坚苦
辛苦	辛劳
辛劳	劳累
辛劳	劳苦
辛勤	辛苦
辛勤	疾苦
辛勤	发愤
辛勤	勤苦
辛勤	辛劳
辛勤	劳碌
辛勤	勤劳
辛酸	心酸
忻悦	欣喜
忻悦	欣忭
欣忭	欣喜
欣忭	愉悦
欣然	怅然
欣然	怅惘
欣赏	观赏
欣赏	抚玩
欣赏	赏玩
欣慰	慰问
欣慰	欣喜
欣慰	慰藉
新房	新居
新房	新宅
新妇	新娘
新交	新友
新进	晚进
新进	后进
新居	故宅
新居	旧居
新苗	嫩芽
新年	献岁
新娘	新妇
新奇	奇怪
新奇	新鲜
新奇	陈腐
新人	生人
新生	鼎盛
新生	重生
新生	回生
新生	再造
新式	新型
新手	生手
新闻	信息
新闻	消息
新鲜	稀奇
新鲜	现代
新鲜	陈腐
新型	新式
新秀	新人
新颖	新奇
新颖	崭新
新颖	别致
新友	新交
新月	月牙
新宅	新居
薪金	报酬
薪金	酬劳
薪金	人工
馨香	芳香
馨香	清香
信步	漫步
信步	闲步
信奉	崇奉
信奉	决心
信服	佩服
信服	敬佩
信服	屈从
信服	降服
信服	亲爱
信号	记号
信号	旗号
信号	暗记
信件	文牍
信件	文书
信件	尺牍
信件	函件
信赖	自负
信赖	信任
信念	信仰
信念	信奉
信念	信心
信任	笃信
信任	断定
信任	相信
信守	坚守
信守	恪守
信托	信赖
信托	信任
信息	讯息
信息	音信
信息	消息
信心	决心
信心	信念
信宿	翌晚
信仰	定夺
信仰	崇奉
信仰	信心
信仰	尊奉
信仰	信念
信用	诺言
信用	断定
信用	信誉
信用	相信
信誉	光荣
信誉	诺言
信誉	名誉
信札	尺素
信札	书信
信札	函件
星辰	星斗
星斗	星辰
星河	银河
星期	礼拜
星散	离散
星散	分离
星夜	夜晚
星夜	黑夜
惺忪	惺松
惺松	惺忪
刑场	法场
刑罚	惩罚
刑罚	处罚
形成	孕育
形成	产生
形成	构成
形骸	形体
形貌	状貌
形貌	描写
形容	形色
形容	描述
形容	形貌
形色	形容
形色	描写
形式	大势
形式	模式
形式	情势
形式	形状
形式	大局
形式	气象
形式	方式
形式	样子
形式	体例
形式	模样
形似	相仿
形似	坊镳
形似	好像
形势	气候
形势	时局
形势	款式
形势	场合
形势	情势
形势	大局
形势	形式
形势	气象
形态	样式
形态	形状
形体	形骸
形象	局面
形象	形势
形象	式样
形象	征象
形状	样子
形状	表情
形状	大势
形状	形势
形踪	形迹
醒觉	省悟
醒目	刺目
醒目	刺眼
醒目	注目
醒目	精干
醒悟	觉醒
醒悟	觉悟
醒悟	省悟
兴办	创办
兴办	创建
兴办	制造
兴办	建立
兴办	建设
兴办	创造
兴办	创立
兴兵	出兵
兴兵	兴师
兴废	兴衰
兴废	隆替
兴废	荣枯
兴奋	激昂
兴奋	喜悦
兴奋	昌隆
兴奋	焕发
兴奋	激动
兴奋	开心
兴工	动工
兴工	施工
兴会	兴致
兴家	发财
兴家	发家
兴建	兴修
兴建	营建
兴隆	蕃昌
兴隆	兴盛
兴隆	畅旺
兴隆	隆盛
兴起	兴盛
兴趣	意思
兴趣	兴味
兴趣	爱好
兴盛	兴旺
兴盛	昌盛
兴盛	抖擞
兴盛	发达
兴盛	振奋
兴师	出兵
兴衰	荣枯
兴衰	盛衰
兴衰	隆替
兴替	枯荣
兴替	荣枯
兴旺	发展
兴旺	繁荣
兴旺	昌盛
兴旺	繁华
兴味	兴会
兴味	兴趣
兴味	兴致
兴味	趣味
兴修	兴建
兴许	也许
兴许	大概
兴致	趣味
兴致	兴趣
幸而	好在
幸而	幸好
幸福	甜蜜
幸福	全体
幸福	快乐
幸好	好在
幸好	幸亏
幸亏	幸而
幸亏	好在
幸亏	幸好
幸运	走运
幸运	交运
性格	性质
性格	性子
性格	性情
性格	天性
性能	本能
性能	机能
性能	功用
性情	脾气
性情	资质
性情	脾性
性情	天性
性质	本质
性子	性格
性子	本质
性子	性情
性子	脾气
凶暴	凶悍
凶暴	残酷
凶暴	雕悍
凶暴	凶横
凶残	狂暴
凶残	凶狠
凶残	强暴
凶残	残暴
凶残	狞恶
凶恶	凶狠
凶恶	横暴
凶恶	阴毒
凶恶	凶暴
凶恶	凶横
凶恶	残酷
凶犯	凶手
凶悍	桀骛
凶悍	蛮横
凶悍	残暴
凶悍	强暴
凶狠	邪恶
凶狠	残酷
凶狠	刁恶
凶狠	凶暴
凶狠	凶恶
凶横	骄横
凶横	惨酷
凶横	残酷
凶横	暴戾
凶横	凶残
凶横	蛮横
凶猛	凶悍
凶猛	敏锐
凶猛	凶横
凶猛	强烈
凶猛	厉害
凶猛	蛮横
凶年	荒年
凶年	灾年
凶人	暴徒
凶事	丧事
凶手	凶犯
凶徒	暴徒
凶徒	恶人
凶险	不佳
凶险	险恶
凶险	凶恶
凶险	欠安
凶险	恶毒
凶相	恶相
凶信	凶讯
凶信	噩耗
凶讯	恶耗
凶讯	噩耗
凶兆	恶兆
凶兆	吉兆
兄弟	伯仲
兄弟	手足
汹涌	澎湃
胸怀	胸襟
胸怀	肚量
胸怀	襟怀
胸襟	气量
胸襟	肚量
胸襟	胸怀
胸襟	胸宇
胸襟	襟怀
胸膜	肋膜
胸宇	怀抱
胸宇	襟怀
雄飞	蠢动
雄风	威风
雄厚	丰富
雄厚	强硬
雄浑	雄健
雄浑	雄壮
雄健	雄壮
雄略	伟略
雄略	雄图
雄师	大军
雄图	宏图
雄伟	高峻
雄伟	巨大
雄伟	宏大
雄伟	伟大
雄伟	巍峨
雄心	弘愿
雄壮	粗壮
雄壮	壮观
雄壮	雄浑
雄姿	英姿
休假	放假
休刊	停刊
休眠	睡眠
休戚	喜忧
休憩	栖息
休息	停顿
休息	安歇
休息	歇息
休息	停歇
休息	休憩
休歇	停止
休养	疗养
休养	调整
休业	歇业
休业	收歇
休业	停业
休矣	完了
休矣	已矣
休战	和谈
休战	媾和
休战	停战
休整	修整
休止	中止
休止	停止
修补	补缀
修订	订正
修订	改正
修发	剪发
修复	建设
修复	修理
修改	窜改
修改	点窜
修改	更正
修好	修睦
修好	和好
修好	交好
修建	构筑
修建	兴修
修建	建筑
修建	开发
修理	构筑
修理	修补
修理	补缀
修理	维修
修理	成立
修睦	修好
修葺	建造
修葺	修缮
修茸	缮治
修茸	修理
修缮	补葺
修缮	修理
修饰	粉饰
修饰	妆点
修饰	梳妆
修饰	扮装
修饰	化装
修削	窜改
修削	改削
修削	删改
修养	素养
修业	求学
修长	悠长
修长	苗条
修长	细长
修长	悠久
修整	休整
修正	矫正
修正	修削
修筑	建设
修筑	营建
修筑	修葺
修筑	构筑
羞惭	惭愧
羞耻	侮辱
羞耻	凌辱
羞耻	耻辱
羞愤	羞恨
羞恨	羞愤
羞愧	惭愧
羞愧	内疚
羞愧	羞惭
羞愧	羞赧
羞赧	汗颜
羞赧	惭愧
羞怯	羞涩
羞辱	可耻
羞辱	侮辱
羞辱	耻辱
羞涩	害羞
羞涩	害臊
朽败	凋零
朽败	溃烂
朽迈	衰老
朽散	松懈
宿敌	夙敌
宿恨	宿怨
宿疾	重病
宿将	老将
宿儒	夙儒
宿世	前生
宿怨	夙怨
宿怨	宿愿
宿愿	夙愿
宿愿	抱负
宿愿	宿怨
秀丽	清秀
秀丽	俊俏
秀丽	绚丽
秀丽	光明
秀丽	雄壮
秀丽	秀美
秀丽	娟秀
秀美	优美
秀气	秀丽
秀气	秀雅
秀气	秀美
秀士	才人
秀雅	秀气
秀雅	秀美
秀雅	姣好
袖珍	小型
嗅觉	感觉
吁请	乞求
吁请	央浼
须眉	丈夫
须生	老生
须要	必需
须臾	霎时
须臾	片刻
须臾	瞬间
须臾	转瞬
须知	应知
虚浮	虚伪
虚浮	狡诈
虚构	凭空
虚构	虚拟
虚构	编造
虚耗	奢侈
虚耗	耗费
虚耗	糟塌
虚幻	梦境
虚幻	空幻
虚幻	不实
虚假	乌有
虚假	荒谬
虚夸	浮夸
虚夸	夸张
虚亏	虚弱
虚亏	薄弱
虚名	浮名
虚拟	假造
虚拟	虚构
虚弱	朽迈
虚弱	衰弱
虚弱	弱小
虚弱	亏弱
虚弱	空虚
虚弱	薄弱
虚弱	瘦小
虚实	底细
虚伪	假意
虚伪	虚假
虚伪	卖弄
虚伪	失实
虚伪	荒谬
虚伪	子虚
虚伪	乌有
虚心	客套
虚心	矜持
虚心	客气
墟落	村庄
墟落	农村
墟落	屯子
墟市	市集
需求	需要
需求	须要
需要	须要
徐行	溜达
徐行	漫步
徐徐	渐渐
徐徐	迅速
徐徐	缓慢
许多	很多
许久	好久
许久	长久
许久	漫长
许可	承诺
许可	赞助
许可	准许
许可	答允
许诺	和议
许诺	承诺
许诺	允许
许诺	容许
许愿	许诺
旭日	朝阳
旭日	朝日
旭日	朝晖
序次	顺序
序次	纪律
序次	秩序
序论	弁言
序论	绪论
序论	序言
序文	引言
序文	弁言
序文	叙文
序言	叙言
序言	序文
序言	媒介
序言	绪论
叙旧	话旧
叙述	阐扬
叙述	陈述
叙述	报告
叙述	敷陈
叙说	叙述
叙文	序文
叙言	序言
绪论	弁言
绪论	引子
绪论	绪言
绪言	弁言
绪言	前言
绪言	引子
续弦	重婚
絮叨	唠叨
絮叨	罗唆
絮聒	唠叨
絮聒	叨唠
蓄积	积储
蓄积	储存
蓄谋	蓄意
蓄谋	蓄志
蓄意	策动
蓄意	准备
蓄意	打算
蓄意	有意
蓄意	理想
蓄意	成心
蓄志	用意
蓄志	作用
蓄志	蓄意
轩敞	乐天
宣布	通告
宣布	告诉
宣布	发布
宣布	颁布
宣布	宣告
宣称	提倡
宣称	传颂
宣称	传播
宣传	扬言
宣传	传播
宣传	宣扬
宣道	布道
宣道	宣教
宣告	颁布
宣告	颁发
宣告	宣布
宣教	布道
宣誓	发誓
宣泄	泄漏
宣泄	透露
宣扬	散布
宣扬	外传
宣扬	促进
宣扬	张扬
宣扬	传播
宣扬	鼓吹
宣战	构和
宣战	打仗
宣战	媾和
喧传	哄动
喧斗	喧嚷
喧斗	呼噪
喧赫	特出
喧赫	卓越
喧华	嘈杂
喧华	嘈吵
喧哗	忙乱
喧哗	喧闹
喧哗	哗闹
喧哗	鼎沸
喧哗	繁盛
喧闹	兴盛
喧闹	喧嚷
喧闹	动乱
喧闹	争辩
喧嚷	叫嚣
喧嚷	吵嚷
喧嚷	叫嚷
喧阗	纷扰
喧譁	嚷闹
喧嚣	喧哗
喧嚣	喧华
喧嚣	鼓噪
喧笑	哗笑
煊赫	显赫
玄机	奥妙
玄教	玄门
玄教	道教
玄门	玄教
玄门	道教
玄妙	奥妙
玄妙	瑰异
玄妙	奇妙
玄色	黑色
玄虚	朴陋
玄虚	空洞
玄学	哲学
玄学	形而上学
玄月	九月
悬挂	吊挂
悬梁	自缢
悬梁	上吊
悬念	惦念
悬念	担心
悬念	驰念
悬赏	赏格
悬殊	差异
悬殊	迥异
悬想	揣想
悬崖	危崖
悬崖	峭壁
悬崖	绝壁
旋里	还乡
旋里	回乡
旋律	乐律
旋绕	围绕
旋绕	缭绕
旋绕	扭转
旋绕	回绕
旋涡	漩涡
旋转	转动
旋转	回旋
漩涡	旋涡
选拔	采用
选拔	提拔
选拔	拔取
选购	收购
选举	推举
选录	节录
选民	公民
选派	遴派
选取	采取
选取	采选
选取	采用
选用	采用
选择	采用
选择	提拔
选择	选拔
选择	筛选
选择	挑选
炫夸	炫耀
炫夸	夸口
炫目	夺目
炫耀	夸耀
炫耀	露出
炫耀	夸口
绚烂	灿烂
绚烂	富丽
绚烂	璀璨
绚烂	活泼
绚烂	残暴
绚丽	光后
绚丽	鲜丽
绚丽	秀美
绚丽	秀气
绚丽	美艳
绚丽	绚烂
绚丽	烂漫
眩惑	迷惑
眩晕	昏迷
眩晕	昏倒
渲染	衬托
渲染	衬着
削发	披缁
削发	出家
削价	落价
削价	跌价
削价	降价
削减	削弱
削弱	减少
削弱	放松
削弱	微小
削弱	瘦弱
穴洞	窟窿
穴见	浅见
穴居	洞居
学费	膏火
学力	学历
学历	学力
学名	大名
学生	弟子
学识	学问
学塾	学宫
学塾	私塾
学塾	书院
学堂	学塾
学堂	书院
学堂	学校
学徒	学生
学徒	徒弟
学问	知识
学问	常识
学习	练习
学习	研习
学校	书院
学校	学塾
学友	校友
雪白	光明
雪白	明净
雪白	皎皎
雪白	皎洁
雪耻	雪恨
雪恨	雪耻
雪冤	昭雪
血本	资金
血本	资本
血忱	热忱
血忱	热诚
血汗	劳力
血汗	心血
血迹	血印
血亏	血虚
血色	红色
血色	赤色
血统	血缘
血虚	贫血
血印	血迹
血缘	血统
血战	死战
血战	鏖战
勋绩	劳绩
勋绩	功勋
熏风	南风
熏染	熏陶
熏陶	哺育
旬日	十日
寻查	巡查
寻查	巡逻
寻常	凡是
寻常	大凡
寻常	平淡
寻常	通俗
寻获	拾得
寻获	拾遗
寻觅	探求
寻觅	寻求
寻觅	研究
寻觅	找寻
寻求	钻营
寻求	探求
寻求	寻找
寻求	索求
寻求	找寻
寻食	觅食
寻事	挑衅
寻事	挑拨
寻视	巡视
寻思	沉思
寻思	深思
寻衅	挑衅
寻衅	搬弄
寻找	搜求
寻找	探求
寻找	搜刮
寻找	寻觅
寻找	寻求
巡捕	捕快
巡捕	差人
巡查	梭巡
巡查	察看
巡查	巡察
巡察	梭巡
巡察	放哨
巡察	察看
巡察	巡缉
巡行	巡游
巡行	巡回
巡回	巡礼
巡缉	巡视
巡缉	巡查
巡警	巡捕
巡警	捕快
巡礼	巡回
巡礼	巡行
巡礼	巡游
巡逻	察看
巡逻	巡查
巡哨	寻视
巡哨	巡视
巡视	巡查
巡视	查看
巡视	巡逻
巡视	察看
巡游	巡回
询查	询问
询问	咨询
循环	轮回
循例	按例
循例	依例
循序	顺序
循序	纪律
训斥	责备
训斥	训诫
训斥	指责
训导	教导
训导	训诫
训导	诱导
训诲	教导
训诲	训导
训戒	训诫
训诫	教导
训诫	训戒
训诫	训导
训练	演练
训练	熬炼
训练	磨练
训责	训斥
讯断	判断
讯断	判定
讯断	判决
讯问	审问
讯问	过问
讯问	询问
讯息	消息
讯息	音讯
迅疾	疾速
迅捷	敏捷
迅速	赶快
迅速	仓卒
迅速	速即
迅速	飞快
迅速	火速
驯服	克服
驯服	征服
驯服	盲从
驯良	和善
驯良	温顺
驯顺	驯良
逊色	出色
逊色	杰出
逊位	让位
殉国	捐躯
殉国	就义
殉难	殉国
殉难	就义
丫环	丫鬟
丫鬟	婢女
丫鬟	丫环
丫鬟	女仆
丫头	婢女
丫头	女仆
丫头	使女
压宝	押宝
压倒	压服
压伏	压服
压服	胜过
压迫	贬抑
压迫	压抑
压迫	制止
压迫	强逼
压迫	强迫
压缩	收缩
压缩	紧缩
压抑	遏抑
压抑	箝制
压抑	压制
压抑	不容
压抑	制止
压韵	押韵
压榨	压迫
压榨	抑制
压制	压迫
压制	压抑
压制	制止
压制	抑低
压制	压榨
押宝	压宝
押店	当铺
押后	推迟
押解	押送
押送	押解
押韵	压韵
鸦片	烟土
鸦片	雅片
牙床	牙根
牙根	牙床
牙郎	牙人
牙郎	经纪
牙婆	媒婆
芽菜	豆芽
衙门	官厅
衙役	小吏
衙役	公差
哑巴	哑吧
哑吧	哑巴
哑忍	隐忍
雅淡	清淡
雅故	故人
雅观	好看
雅片	鸦片
雅致	精致
雅致	没羞
雅致	优雅
雅致	文雅
讶异	诧异
讶异	骇怪
烟草	香烟
烟火	烽火
烟土	鸦片
阉人	宦官
阉人	太监
阉人	寺人
淹留	滞留
淹没	消除
淹没	并吞
淹没	毁灭
淹灭	泯灭
淹死	没顶
淹死	溺死
淹死	溺毙
腌臜	污秽
腌臜	弄脏
湮没	隐蔽
湮没	淹没
湮灭	吞没
湮灭	销毁
湮灭	袪除
湮灭	泯没
湮灭	消逝
湮塞	壅闭
湮塞	梗塞
延迟	延长
延迟	推迟
延宕	疲塌
延宕	迁延
延宕	阻误
延宕	延误
延宕	盘桓
延宕	耽搁
延缓	减速
延揽	招徕
延聘	聘请
延聘	招聘
延期	改期
延伸	蔓延
延误	耽搁
延误	阻误
延续	不断
延续	连续
延续	连接
延展	延长
延展	耽误
延长	耽搁
延长	延迟
延长	延伸
严办	严处
严惩	重办
严处	严办
严冬	寒冬
严冬	隆冬
严冬	寒冷
严冬	穷冬
严防	谨防
严格	老成
严格	矜重
严格	严厉
严格	庄重
严寒	隆冬
严寒	寒冬
严寒	酷寒
严寒	极冷
严紧	严谨
严紧	细致
严紧	严密
严谨	庄重
严谨	细致
严谨	严紧
严谨	严密
严峻	严格
严峻	正经
严峻	严酷
严苛	严酷
严刻	严酷
严刻	严苛
严酷	残酷
严酷	残忍
严酷	肃穆
严厉	严峻
严厉	严酷
严厉	威厉
严厉	用心
严密	精密
严密	周密
严密	精细
严明	严正
严热	酷暑
严容	正色
严容	严色
严色	正色
严慎	谨慎
严实	严密
严实	周密
严肃	幽静
严肃	端庄
严肃	沉静
严肃	严厉
严肃	平静
严肃	稳重
严刑	酷刑
严正	严肃
严正	威严
严重	严格
严重	要紧
严重	匆忙
严重	重要
严重	重大
严重	急急
严重	沉重
言论	言谈
言论	舆情
言论	群情
言论	辞吐
言论	议论
言谈	谈吐
言谈	辞吐
言笑	说笑
言语	语言
言语	谈话
妍丽	美丽
妍丽	摩登
岩穴	山洞
炎风	热风
炎火	烈焰
炎热	闷热
炎热	暖和
炎热	炽烈
炎热	酷热
炎热	炽热
炎天	夏天
炎夏	炎暑
炎阳	烈日
沿路	沿途
沿路	一起
沿途	一起
沿途	沿路
沿袭	相沿
沿袭	沿用
沿用	不断
沿用	采用
研究	钻研
研究	接洽
研究	协商
研究	核办
研究	争论
研究	研讨
研究	斟酌
研究	搜求
研商	酌量
研商	研讨
研商	商量
研商	钻探
研讨	商量
研讨	研商
研习	专研
研习	进修
筵席	酒席
颜料	颜色
颜面	悦目
颜面	局面
颜面	场面
颜色	神采
颜色	色彩
颜色	脸色
俨然	仿佛
衍化	演化
掩蔽	掩没
掩蔽	遮掩
掩蔽	掩藏
掩蔽	遮蔽
掩藏	遮蔽
掩盖	隐藏
掩盖	隐瞒
掩盖	覆盖
掩盖	遮蔽
掩护	隐瞒
掩护	回护
掩护	保护
掩埋	埋葬
掩埋	安葬
掩瞒	文饰
掩瞒	遮蔽
掩没	隐瞒
掩饰	妆饰
掩饰	粉饰
掩饰	掩盖
掩袭	狙击
眼光	主张
眼光	目力
眼光	见地
眼见	目击
眼力	眼光
眼力	见识
眼前	且自
眼前	暂时
眼前	面前
眼前	刻下
眼神	眼光
眼神	目光
眼珠	眸子
演变	演化
演出	表演
演出	献技
演化	衍化
演化	演变
演练	纯熟
演算	策动
演习	练习
演义	小说
演员	伶人
演奏	吹奏
厌恶	憎恶
厌恶	腻烦
